sample_barcode,patient_barcode,missing_count,missing_rate
TCGA-HU-A4H3-01,TCGA-HU-A4H3,94663,0.19494951367136418
TCGA-EQ-A4SO-01,TCGA-EQ-A4SO,92183,0.18984218774777223
TCGA-CD-A4MH-01,TCGA-CD-A4MH,92974,0.19147117758872434
TCGA-BR-A4J7-01,TCGA-BR-A4J7,91952,0.18936646505085702
TCGA-HF-7131-01,TCGA-HF-7131,89778,0.18488931724525667
TCGA-D7-A74B-01,TCGA-D7-A74B,90241,0.18584282204470146
TCGA-BR-A4PE-01,TCGA-BR-A4PE,90928,0.187257633701761
TCGA-BR-A4J8-01,TCGA-BR-A4J8,91750,0.188950465116758
TCGA-HU-A4GX-01,TCGA-HU-A4GX,92545,0.1905876925801675
TCGA-HU-A4G8-01,TCGA-HU-A4G8,90733,0.18685604960696245
TCGA-HU-A4GT-01,TCGA-HU-A4GT,91270,0.18796195042186925
TCGA-HU-A4GC-01,TCGA-HU-A4GC,93383,0.19231347448499414
TCGA-BR-A4CQ-01,TCGA-BR-A4CQ,92728,0.19096456380759386
TCGA-D7-A6F2-01,TCGA-D7-A6F2,89578,0.18447743612238635
TCGA-RD-A7BT-01,TCGA-RD-A7BT,89992,0.1853300300467279
TCGA-BR-A4J6-01,TCGA-BR-A4J6,91117,0.18764686136287345
TCGA-HU-A4GQ-01,TCGA-HU-A4GQ,91592,0.18862507902969045
TCGA-HF-7136-01,TCGA-HF-7136,89676,0.18467925787259282
TCGA-BR-A4QM-01,TCGA-BR-A4QM,90244,0.18584900026154452
TCGA-BR-A4PD-01,TCGA-BR-A4PD,90333,0.1860322873612218
TCGA-VQ-A8PK-01,TCGA-VQ-A8PK,89682,0.18469161430627892
TCGA-B7-A5TK-01,TCGA-B7-A5TK,89568,0.18445684206624285
TCGA-D7-A4YX-01,TCGA-D7-A4YX,93812,0.19319695949355098
TCGA-D7-A4Z0-01,TCGA-D7-A4Z0,93985,0.1935532366648338
TCGA-VQ-A8PT-01,TCGA-VQ-A8PT,89650,0.18462571332661967
TCGA-IN-A6RN-01,TCGA-IN-A6RN,90886,0.18717113866595822
TCGA-CD-A4MG-01,TCGA-CD-A4MG,92537,0.1905712173352527
TCGA-D7-A747-01,TCGA-D7-A747,90129,0.18561216861589408
TCGA-R5-A7O7-01,TCGA-R5-A7O7,91805,0.18906373242554733
TCGA-F1-A72C-01,TCGA-F1-A72C,90031,0.18541034686568764
TCGA-BR-A4J2-01,TCGA-BR-A4J2,90887,0.1871731980715726
